Recommended_Product_ID,Category
00ba6d766f0b1d7b78a5ce3e1e033263,utilidades_domesticas
acc444eb5ad26f79d5a11baa6a03c439,moveis_decoracao
a9f480bfc49f0b85e8394e1cdf685b4e,brinquedos
aa280035c50ba62c746480a59045eec4,brinquedos
aa5d6a9bd4be367ae1a3a29c323c7c11,esporte_lazer
